id,version,synthetic,created_at,updated_at,customer_id,vehicle_id,description,amount_cents,valid_until,authorization_ref,status
Q-H147,1,1,2026-09-21T18:00:00Z,2026-09-21T18:00:00Z,C-003,V-003,Servicio histórico sintético,115000,2026-07-17T21:00:00Z,AUTH-H147,accepted
Q-H148,1,1,2026-09-21T18:00:00Z,2026-09-21T18:00:00Z,C-004,V-004,Servicio histórico sintético,127500,2026-07-17T10:00:00Z,AUTH-H148,accepted
Q-H149,1,1,2026-09-21T18:00:00Z,2026-09-21T18:00:00Z,C-005,V-005,Servicio histórico sintético,140000,2026-07-16T23:00:00Z,AUTH-H149,accepted
Q-H150,1,1,2026-09-21T18:00:00Z,2026-09-21T18:00:00Z,C-006,V-006,Servicio histórico sintético,152500,2026-07-16T12:00:00Z,AUTH-H150,accepted
Q-H151,1,1,2026-09-21T18:00:00Z,2026-09-21T18:00:00Z,C-007,V-007,Servicio histórico sintético,165000,2026-07-16T01:00:00Z,AUTH-H151,accepted
Q-H152,1,1,2026-09-21T18:00:00Z,2026-09-21T18:00:00Z,C-008,V-008,Servicio histórico sintético,177500,2026-07-15T14:00:00Z,AUTH-H152,accepted
Q-H153,1,1,2026-09-21T18:00:00Z,2026-09-21T18:00:00Z,C-009,V-009,Servicio histórico sintético,190000,2026-07-17T00:00:00Z,AUTH-H153,accepted
Q-H154,1,1,2026-09-21T18:00:00Z,2026-09-21T18:00:00Z,C-009,V-010,Servicio histórico sintético,65000,2026-07-14T02:00:00Z,AUTH-H154,accepted
Q-H155,1,1,2026-09-21T18:00:00Z,2026-09-21T18:00:00Z,C-010,V-011,Servicio histórico sintético,77500,2026-07-13T15:00:00Z,AUTH-H155,accepted
Q-H156,1,1,2026-09-21T18:00:00Z,2026-09-21T18:00:00Z,C-010,V-012,Servicio histórico sintético,90000,2026-07-13T04:00:00Z,AUTH-H156,accepted
Q-H157,1,1,2026-09-21T18:00:00Z,2026-09-21T18:00:00Z,C-001,V-001,Servicio histórico sintético,102500,2026-07-12T17:00:00Z,AUTH-H157,accepted
Q-H158,1,1,2026-09-21T18:00:00Z,2026-09-21T18:00:00Z,C-002,V-002,Servicio histórico sintético,115000,2026-07-12T06:00:00Z,AUTH-H158,accepted
Q-H159,1,1,2026-09-21T18:00:00Z,2026-09-21T18:00:00Z,C-003,V-003,Servicio histórico sintético,127500,2026-07-11T19:00:00Z,AUTH-H159,accepted
Q-H160,1,1,2026-09-21T18:00:00Z,2026-09-21T18:00:00Z,C-004,V-004,Servicio histórico sintético,140000,2026-07-11T08:00:00Z,AUTH-H160,accepted
