event_id,entity_type,entity_id,from_state,to_state,at,actor,process_id,synthetic
EV-H029-05,work_orders,WO-H029,in_service,quality_check,2026-09-05T18:42:51.428571Z,Operador demo,PROC-H029,1
EV-H029-06,work_orders,WO-H029,quality_check,ready,2026-09-05T19:51:25.714286Z,Operador demo,PROC-H029,1
EV-H029-07,work_orders,WO-H029,ready,delivered,2026-09-05T21:00:00Z,Operador demo,PROC-H029,1
EV-H030-00,work_orders,WO-H030,initial,received,2026-09-05T00:00:00Z,Operador demo,PROC-H030,1
EV-H030-01,work_orders,WO-H030,received,inspected,2026-09-05T00:54:32.727273Z,Operador demo,PROC-H030,1
EV-H030-02,work_orders,WO-H030,inspected,authorized,2026-09-05T01:49:05.454545Z,Operador demo,PROC-H030,1
EV-H030-03,work_orders,WO-H030,authorized,waiting_parts,2026-09-05T02:43:38.181818Z,Operador demo,PROC-H030,1
EV-H030-04,work_orders,WO-H030,waiting_parts,scheduled,2026-09-05T03:38:10.909091Z,Operador demo,PROC-H030,1
EV-H030-05,work_orders,WO-H030,scheduled,in_service,2026-09-05T04:32:43.636364Z,Operador demo,PROC-H030,1
EV-H030-06,work_orders,WO-H030,in_service,quality_check,2026-09-05T05:27:16.363636Z,Operador demo,PROC-H030,1
EV-H030-07,work_orders,WO-H030,quality_check,rework,2026-09-05T06:21:49.090909Z,Operador demo,PROC-H030,1
EV-H030-08,work_orders,WO-H030,rework,in_service,2026-09-05T07:16:21.818182Z,Operador demo,PROC-H030,1
EV-H030-09,work_orders,WO-H030,in_service,quality_check,2026-09-05T08:10:54.545455Z,Operador demo,PROC-H030,1
EV-H030-10,work_orders,WO-H030,quality_check,ready,2026-09-05T09:05:27.272727Z,Operador demo,PROC-H030,1
EV-H030-11,work_orders,WO-H030,ready,delivered,2026-09-05T10:00:00Z,Operador demo,PROC-H030,1
EV-H031-00,work_orders,WO-H031,initial,received,2026-09-04T11:00:00Z,Operador demo,PROC-H031,1
EV-H031-01,work_orders,WO-H031,received,inspected,2026-09-04T12:42:51.428571Z,Operador demo,PROC-H031,1
EV-H031-02,work_orders,WO-H031,inspected,authorized,2026-09-04T14:25:42.857143Z,Operador demo,PROC-H031,1
EV-H031-03,work_orders,WO-H031,authorized,scheduled,2026-09-04T16:08:34.285714Z,Operador demo,PROC-H031,1
EV-H031-04,work_orders,WO-H031,scheduled,in_service,2026-09-04T17:51:25.714286Z,Operador demo,PROC-H031,1
EV-H031-05,work_orders,WO-H031,in_service,quality_check,2026-09-04T19:34:17.142857Z,Operador demo,PROC-H031,1
EV-H031-06,work_orders,WO-H031,quality_check,ready,2026-09-04T21:17:08.571429Z,Operador demo,PROC-H031,1
EV-H031-07,work_orders,WO-H031,ready,delivered,2026-09-04T23:00:00Z,Operador demo,PROC-H031,1
EV-H032-00,work_orders,WO-H032,initial,received,2026-09-03T22:00:00Z,Operador demo,PROC-H032,1
EV-H032-01,work_orders,WO-H032,received,inspected,2026-09-04T00:00:00Z,Operador demo,PROC-H032,1
EV-H032-02,work_orders,WO-H032,inspected,authorized,2026-09-04T02:00:00Z,Operador demo,PROC-H032,1
EV-H032-03,work_orders,WO-H032,authorized,scheduled,2026-09-04T04:00:00Z,Operador demo,PROC-H032,1
EV-H032-04,work_orders,WO-H032,scheduled,in_service,2026-09-04T06:00:00Z,Operador demo,PROC-H032,1
EV-H032-05,work_orders,WO-H032,in_service,quality_check,2026-09-04T08:00:00Z,Operador demo,PROC-H032,1
EV-H032-06,work_orders,WO-H032,quality_check,ready,2026-09-04T10:00:00Z,Operador demo,PROC-H032,1
EV-H032-07,work_orders,WO-H032,ready,delivered,2026-09-04T12:00:00Z,Operador demo,PROC-H032,1
EV-H033-00,work_orders,WO-H033,initial,received,2026-09-03T09:00:00Z,Operador demo,PROC-H033,1
EV-H033-01,work_orders,WO-H033,received,inspected,2026-09-03T11:17:08.571429Z,Operador demo,PROC-H033,1
EV-H033-02,work_orders,WO-H033,inspected,authorized,2026-09-03T13:34:17.142857Z,Operador demo,PROC-H033,1
EV-H033-03,work_orders,WO-H033,authorized,scheduled,2026-09-03T15:51:25.714286Z,Operador demo,PROC-H033,1
EV-H033-04,work_orders,WO-H033,scheduled,in_service,2026-09-03T18:08:34.285714Z,Operador demo,PROC-H033,1
EV-H033-05,work_orders,WO-H033,in_service,quality_check,2026-09-03T20:25:42.857143Z,Operador demo,PROC-H033,1
EV-H033-06,work_orders,WO-H033,quality_check,ready,2026-09-03T22:42:51.428571Z,Operador demo,PROC-H033,1
EV-H033-07,work_orders,WO-H033,ready,delivered,2026-09-04T01:00:00Z,Operador demo,PROC-H033,1
EV-H034-00,work_orders,WO-H034,initial,received,2026-09-02T20:00:00Z,Operador demo,PROC-H034,1
EV-H034-01,work_orders,WO-H034,received,inspected,2026-09-02T22:34:17.142857Z,Operador demo,PROC-H034,1
EV-H034-02,work_orders,WO-H034,inspected,authorized,2026-09-03T01:08:34.285714Z,Operador demo,PROC-H034,1
EV-H034-03,work_orders,WO-H034,authorized,scheduled,2026-09-03T03:42:51.428571Z,Operador demo,PROC-H034,1
EV-H034-04,work_orders,WO-H034,scheduled,in_service,2026-09-03T06:17:08.571429Z,Operador demo,PROC-H034,1
EV-H034-05,work_orders,WO-H034,in_service,quality_check,2026-09-03T08:51:25.714286Z,Operador demo,PROC-H034,1
EV-H034-06,work_orders,WO-H034,quality_check,ready,2026-09-03T11:25:42.857143Z,Operador demo,PROC-H034,1
EV-H034-07,work_orders,WO-H034,ready,delivered,2026-09-03T14:00:00Z,Operador demo,PROC-H034,1
EV-H035-00,work_orders,WO-H035,initial,received,2026-09-02T07:00:00Z,Operador demo,PROC-H035,1
EV-H035-01,work_orders,WO-H035,received,inspected,2026-09-02T07:51:25.714286Z,Operador demo,PROC-H035,1
EV-H035-02,work_orders,WO-H035,inspected,authorized,2026-09-02T08:42:51.428571Z,Operador demo,PROC-H035,1
EV-H035-03,work_orders,WO-H035,authorized,scheduled,2026-09-02T09:34:17.142857Z,Operador demo,PROC-H035,1
EV-H035-04,work_orders,WO-H035,scheduled,in_service,2026-09-02T10:25:42.857143Z,Operador demo,PROC-H035,1
EV-H035-05,work_orders,WO-H035,in_service,quality_check,2026-09-02T11:17:08.571429Z,Operador demo,PROC-H035,1
EV-H035-06,work_orders,WO-H035,quality_check,ready,2026-09-02T12:08:34.285714Z,Operador demo,PROC-H035,1
EV-H035-07,work_orders,WO-H035,ready,delivered,2026-09-02T13:00:00Z,Operador demo,PROC-H035,1
EV-H036-00,work_orders,WO-H036,initial,received,2026-09-01T18:00:00Z,Operador demo,PROC-H036,1
EV-H036-01,work_orders,WO-H036,received,inspected,2026-09-02T01:42:51.428571Z,Operador demo,PROC-H036,1
EV-H036-02,work_orders,WO-H036,inspected,authorized,2026-09-02T09:25:42.857143Z,Operador demo,PROC-H036,1
EV-H036-03,work_orders,WO-H036,authorized,scheduled,2026-09-02T17:08:34.285714Z,Operador demo,PROC-H036,1
EV-H036-04,work_orders,WO-H036,scheduled,in_service,2026-09-03T00:51:25.714286Z,Operador demo,PROC-H036,1
EV-H036-05,work_orders,WO-H036,in_service,quality_check,2026-09-03T08:34:17.142857Z,Operador demo,PROC-H036,1
EV-H036-06,work_orders,WO-H036,quality_check,ready,2026-09-03T16:17:08.571429Z,Operador demo,PROC-H036,1
EV-H036-07,work_orders,WO-H036,ready,delivered,2026-09-04T00:00:00Z,Operador demo,PROC-H036,1
EV-H037-00,work_orders,WO-H037,initial,received,2026-09-01T05:00:00Z,Operador demo,PROC-H037,1
EV-H037-01,work_orders,WO-H037,received,inspected,2026-09-01T06:25:42.857143Z,Operador demo,PROC-H037,1
EV-H037-02,work_orders,WO-H037,inspected,authorized,2026-09-01T07:51:25.714286Z,Operador demo,PROC-H037,1
EV-H037-03,work_orders,WO-H037,authorized,scheduled,2026-09-01T09:17:08.571429Z,Operador demo,PROC-H037,1
EV-H037-04,work_orders,WO-H037,scheduled,in_service,2026-09-01T10:42:51.428571Z,Operador demo,PROC-H037,1
EV-H037-05,work_orders,WO-H037,in_service,quality_check,2026-09-01T12:08:34.285714Z,Operador demo,PROC-H037,1
EV-H037-06,work_orders,WO-H037,quality_check,ready,2026-09-01T13:34:17.142857Z,Operador demo,PROC-H037,1
EV-H037-07,work_orders,WO-H037,ready,delivered,2026-09-01T15:00:00Z,Operador demo,PROC-H037,1
EV-H038-00,work_orders,WO-H038,initial,received,2026-08-31T16:00:00Z,Operador demo,PROC-H038,1
EV-H038-01,work_orders,WO-H038,received,inspected,2026-08-31T17:42:51.428571Z,Operador demo,PROC-H038,1
EV-H038-02,work_orders,WO-H038,inspected,authorized,2026-08-31T19:25:42.857143Z,Operador demo,PROC-H038,1
EV-H038-03,work_orders,WO-H038,authorized,scheduled,2026-08-31T21:08:34.285714Z,Operador demo,PROC-H038,1
EV-H038-04,work_orders,WO-H038,scheduled,in_service,2026-08-31T22:51:25.714286Z,Operador demo,PROC-H038,1
EV-H038-05,work_orders,WO-H038,in_service,quality_check,2026-09-01T00:34:17.142857Z,Operador demo,PROC-H038,1
EV-H038-06,work_orders,WO-H038,quality_check,ready,2026-09-01T02:17:08.571429Z,Operador demo,PROC-H038,1
EV-H038-07,work_orders,WO-H038,ready,delivered,2026-09-01T04:00:00Z,Operador demo,PROC-H038,1
EV-H039-00,work_orders,WO-H039,initial,received,2026-08-31T03:00:00Z,Operador demo,PROC-H039,1
EV-H039-01,work_orders,WO-H039,received,inspected,2026-08-31T05:00:00Z,Operador demo,PROC-H039,1
EV-H039-02,work_orders,WO-H039,inspected,authorized,2026-08-31T07:00:00Z,Operador demo,PROC-H039,1
EV-H039-03,work_orders,WO-H039,authorized,scheduled,2026-08-31T09:00:00Z,Operador demo,PROC-H039,1
EV-H039-04,work_orders,WO-H039,scheduled,in_service,2026-08-31T11:00:00Z,Operador demo,PROC-H039,1
EV-H039-05,work_orders,WO-H039,in_service,quality_check,2026-08-31T13:00:00Z,Operador demo,PROC-H039,1
EV-H039-06,work_orders,WO-H039,quality_check,ready,2026-08-31T15:00:00Z,Operador demo,PROC-H039,1
EV-H039-07,work_orders,WO-H039,ready,delivered,2026-08-31T17:00:00Z,Operador demo,PROC-H039,1
EV-H040-00,work_orders,WO-H040,initial,received,2026-08-30T14:00:00Z,Operador demo,PROC-H040,1
EV-H040-01,work_orders,WO-H040,received,inspected,2026-08-30T15:27:16.363636Z,Operador demo,PROC-H040,1
EV-H040-02,work_orders,WO-H040,inspected,authorized,2026-08-30T16:54:32.727273Z,Operador demo,PROC-H040,1
EV-H040-03,work_orders,WO-H040,authorized,waiting_parts,2026-08-30T18:21:49.090909Z,Operador demo,PROC-H040,1
EV-H040-04,work_orders,WO-H040,waiting_parts,scheduled,2026-08-30T19:49:05.454545Z,Operador demo,PROC-H040,1
EV-H040-05,work_orders,WO-H040,scheduled,in_service,2026-08-30T21:16:21.818182Z,Operador demo,PROC-H040,1
EV-H040-06,work_orders,WO-H040,in_service,quality_check,2026-08-30T22:43:38.181818Z,Operador demo,PROC-H040,1
EV-H040-07,work_orders,WO-H040,quality_check,rework,2026-08-31T00:10:54.545455Z,Operador demo,PROC-H040,1
EV-H040-08,work_orders,WO-H040,rework,in_service,2026-08-31T01:38:10.909091Z,Operador demo,PROC-H040,1
EV-H040-09,work_orders,WO-H040,in_service,quality_check,2026-08-31T03:05:27.272727Z,Operador demo,PROC-H040,1
EV-H040-10,work_orders,WO-H040,quality_check,ready,2026-08-31T04:32:43.636364Z,Operador demo,PROC-H040,1
EV-H040-11,work_orders,WO-H040,ready,delivered,2026-08-31T06:00:00Z,Operador demo,PROC-H040,1
EV-H041-00,work_orders,WO-H041,initial,received,2026-08-30T01:00:00Z,Operador demo,PROC-H041,1
EV-H041-01,work_orders,WO-H041,received,inspected,2026-08-30T03:34:17.142857Z,Operador demo,PROC-H041,1
EV-H041-02,work_orders,WO-H041,inspected,authorized,2026-08-30T06:08:34.285714Z,Operador demo,PROC-H041,1
EV-H041-03,work_orders,WO-H041,authorized,scheduled,2026-08-30T08:42:51.428571Z,Operador demo,PROC-H041,1
EV-H041-04,work_orders,WO-H041,scheduled,in_service,2026-08-30T11:17:08.571429Z,Operador demo,PROC-H041,1
EV-H041-05,work_orders,WO-H041,in_service,quality_check,2026-08-30T13:51:25.714286Z,Operador demo,PROC-H041,1
EV-H041-06,work_orders,WO-H041,quality_check,ready,2026-08-30T16:25:42.857143Z,Operador demo,PROC-H041,1
EV-H041-07,work_orders,WO-H041,ready,delivered,2026-08-30T19:00:00Z,Operador demo,PROC-H041,1
EV-H042-00,work_orders,WO-H042,initial,received,2026-08-29T12:00:00Z,Operador demo,PROC-H042,1
EV-H042-01,work_orders,WO-H042,received,inspected,2026-08-29T12:51:25.714286Z,Operador demo,PROC-H042,1
EV-H042-02,work_orders,WO-H042,inspected,authorized,2026-08-29T13:42:51.428571Z,Operador demo,PROC-H042,1
EV-H042-03,work_orders,WO-H042,authorized,scheduled,2026-08-29T14:34:17.142857Z,Operador demo,PROC-H042,1
EV-H042-04,work_orders,WO-H042,scheduled,in_service,2026-08-29T15:25:42.857143Z,Operador demo,PROC-H042,1
EV-H042-05,work_orders,WO-H042,in_service,quality_check,2026-08-29T16:17:08.571429Z,Operador demo,PROC-H042,1
EV-H042-06,work_orders,WO-H042,quality_check,ready,2026-08-29T17:08:34.285714Z,Operador demo,PROC-H042,1
EV-H042-07,work_orders,WO-H042,ready,delivered,2026-08-29T18:00:00Z,Operador demo,PROC-H042,1
EV-H043-00,work_orders,WO-H043,initial,received,2026-08-28T23:00:00Z,Operador demo,PROC-H043,1
EV-H043-01,work_orders,WO-H043,received,inspected,2026-08-29T00:08:34.285714Z,Operador demo,PROC-H043,1
EV-H043-02,work_orders,WO-H043,inspected,authorized,2026-08-29T01:17:08.571429Z,Operador demo,PROC-H043,1
EV-H043-03,work_orders,WO-H043,authorized,scheduled,2026-08-29T02:25:42.857143Z,Operador demo,PROC-H043,1
EV-H043-04,work_orders,WO-H043,scheduled,in_service,2026-08-29T03:34:17.142857Z,Operador demo,PROC-H043,1
EV-H043-05,work_orders,WO-H043,in_service,quality_check,2026-08-29T04:42:51.428571Z,Operador demo,PROC-H043,1
EV-H043-06,work_orders,WO-H043,quality_check,ready,2026-08-29T05:51:25.714286Z,Operador demo,PROC-H043,1
EV-H043-07,work_orders,WO-H043,ready,delivered,2026-08-29T07:00:00Z,Operador demo,PROC-H043,1
EV-H044-00,work_orders,WO-H044,initial,received,2026-08-28T10:00:00Z,Operador demo,PROC-H044,1
EV-H044-01,work_orders,WO-H044,received,inspected,2026-08-28T11:25:42.857143Z,Operador demo,PROC-H044,1
EV-H044-02,work_orders,WO-H044,inspected,authorized,2026-08-28T12:51:25.714286Z,Operador demo,PROC-H044,1
EV-H044-03,work_orders,WO-H044,authorized,scheduled,2026-08-28T14:17:08.571429Z,Operador demo,PROC-H044,1
EV-H044-04,work_orders,WO-H044,scheduled,in_service,2026-08-28T15:42:51.428571Z,Operador demo,PROC-H044,1
EV-H044-05,work_orders,WO-H044,in_service,quality_check,2026-08-28T17:08:34.285714Z,Operador demo,PROC-H044,1
EV-H044-06,work_orders,WO-H044,quality_check,ready,2026-08-28T18:34:17.142857Z,Operador demo,PROC-H044,1
EV-H044-07,work_orders,WO-H044,ready,delivered,2026-08-28T20:00:00Z,Operador demo,PROC-H044,1
EV-H045-00,work_orders,WO-H045,initial,received,2026-08-27T21:00:00Z,Operador demo,PROC-H045,1
EV-H045-01,work_orders,WO-H045,received,inspected,2026-08-28T06:00:00Z,Operador demo,PROC-H045,1
EV-H045-02,work_orders,WO-H045,inspected,authorized,2026-08-28T15:00:00Z,Operador demo,PROC-H045,1
EV-H045-03,work_orders,WO-H045,authorized,scheduled,2026-08-29T00:00:00Z,Operador demo,PROC-H045,1
EV-H045-04,work_orders,WO-H045,scheduled,in_service,2026-08-29T09:00:00Z,Operador demo,PROC-H045,1
EV-H045-05,work_orders,WO-H045,in_service,quality_check,2026-08-29T18:00:00Z,Operador demo,PROC-H045,1
EV-H045-06,work_orders,WO-H045,quality_check,ready,2026-08-30T03:00:00Z,Operador demo,PROC-H045,1
EV-H045-07,work_orders,WO-H045,ready,delivered,2026-08-30T12:00:00Z,Operador demo,PROC-H045,1
EV-H046-00,work_orders,WO-H046,initial,received,2026-08-27T08:00:00Z,Operador demo,PROC-H046,1
EV-H046-01,work_orders,WO-H046,received,inspected,2026-08-27T10:00:00Z,Operador demo,PROC-H046,1
EV-H046-02,work_orders,WO-H046,inspected,authorized,2026-08-27T12:00:00Z,Operador demo,PROC-H046,1
EV-H046-03,work_orders,WO-H046,authorized,scheduled,2026-08-27T14:00:00Z,Operador demo,PROC-H046,1
EV-H046-04,work_orders,WO-H046,scheduled,in_service,2026-08-27T16:00:00Z,Operador demo,PROC-H046,1
EV-H046-05,work_orders,WO-H046,in_service,quality_check,2026-08-27T18:00:00Z,Operador demo,PROC-H046,1
EV-H046-06,work_orders,WO-H046,quality_check,ready,2026-08-27T20:00:00Z,Operador demo,PROC-H046,1
EV-H046-07,work_orders,WO-H046,ready,delivered,2026-08-27T22:00:00Z,Operador demo,PROC-H046,1
EV-H047-00,work_orders,WO-H047,initial,received,2026-08-26T19:00:00Z,Operador demo,PROC-H047,1
EV-H047-01,work_orders,WO-H047,received,inspected,2026-08-26T21:17:08.571429Z,Operador demo,PROC-H047,1
EV-H047-02,work_orders,WO-H047,inspected,authorized,2026-08-26T23:34:17.142857Z,Operador demo,PROC-H047,1
EV-H047-03,work_orders,WO-H047,authorized,scheduled,2026-08-27T01:51:25.714286Z,Operador demo,PROC-H047,1
EV-H047-04,work_orders,WO-H047,scheduled,in_service,2026-08-27T04:08:34.285714Z,Operador demo,PROC-H047,1
EV-H047-05,work_orders,WO-H047,in_service,quality_check,2026-08-27T06:25:42.857143Z,Operador demo,PROC-H047,1
EV-H047-06,work_orders,WO-H047,quality_check,ready,2026-08-27T08:42:51.428571Z,Operador demo,PROC-H047,1
EV-H047-07,work_orders,WO-H047,ready,delivered,2026-08-27T11:00:00Z,Operador demo,PROC-H047,1
EV-H048-00,work_orders,WO-H048,initial,received,2026-08-26T06:00:00Z,Operador demo,PROC-H048,1
EV-H048-01,work_orders,WO-H048,received,inspected,2026-08-26T08:34:17.142857Z,Operador demo,PROC-H048,1
EV-H048-02,work_orders,WO-H048,inspected,authorized,2026-08-26T11:08:34.285714Z,Operador demo,PROC-H048,1
EV-H048-03,work_orders,WO-H048,authorized,scheduled,2026-08-26T13:42:51.428571Z,Operador demo,PROC-H048,1
EV-H048-04,work_orders,WO-H048,scheduled,in_service,2026-08-26T16:17:08.571429Z,Operador demo,PROC-H048,1
EV-H048-05,work_orders,WO-H048,in_service,quality_check,2026-08-26T18:51:25.714286Z,Operador demo,PROC-H048,1
EV-H048-06,work_orders,WO-H048,quality_check,ready,2026-08-26T21:25:42.857143Z,Operador demo,PROC-H048,1
EV-H048-07,work_orders,WO-H048,ready,delivered,2026-08-27T00:00:00Z,Operador demo,PROC-H048,1
EV-H049-00,work_orders,WO-H049,initial,received,2026-08-25T17:00:00Z,Operador demo,PROC-H049,1
EV-H049-01,work_orders,WO-H049,received,inspected,2026-08-25T17:51:25.714286Z,Operador demo,PROC-H049,1
EV-H049-02,work_orders,WO-H049,inspected,authorized,2026-08-25T18:42:51.428571Z,Operador demo,PROC-H049,1
EV-H049-03,work_orders,WO-H049,authorized,scheduled,2026-08-25T19:34:17.142857Z,Operador demo,PROC-H049,1
EV-H049-04,work_orders,WO-H049,scheduled,in_service,2026-08-25T20:25:42.857143Z,Operador demo,PROC-H049,1
EV-H049-05,work_orders,WO-H049,in_service,quality_check,2026-08-25T21:17:08.571429Z,Operador demo,PROC-H049,1
EV-H049-06,work_orders,WO-H049,quality_check,ready,2026-08-25T22:08:34.285714Z,Operador demo,PROC-H049,1
EV-H049-07,work_orders,WO-H049,ready,delivered,2026-08-25T23:00:00Z,Operador demo,PROC-H049,1
EV-H050-00,work_orders,WO-H050,initial,received,2026-08-25T04:00:00Z,Operador demo,PROC-H050,1
EV-H050-01,work_orders,WO-H050,received,inspected,2026-08-25T04:43:38.181818Z,Operador demo,PROC-H050,1
EV-H050-02,work_orders,WO-H050,inspected,authorized,2026-08-25T05:27:16.363636Z,Operador demo,PROC-H050,1
EV-H050-03,work_orders,WO-H050,authorized,waiting_parts,2026-08-25T06:10:54.545455Z,Operador demo,PROC-H050,1
EV-H050-04,work_orders,WO-H050,waiting_parts,scheduled,2026-08-25T06:54:32.727273Z,Operador demo,PROC-H050,1
EV-H050-05,work_orders,WO-H050,scheduled,in_service,2026-08-25T07:38:10.909091Z,Operador demo,PROC-H050,1
EV-H050-06,work_orders,WO-H050,in_service,quality_check,2026-08-25T08:21:49.090909Z,Operador demo,PROC-H050,1
EV-H050-07,work_orders,WO-H050,quality_check,rework,2026-08-25T09:05:27.272727Z,Operador demo,PROC-H050,1
EV-H050-08,work_orders,WO-H050,rework,in_service,2026-08-25T09:49:05.454545Z,Operador demo,PROC-H050,1
EV-H050-09,work_orders,WO-H050,in_service,quality_check,2026-08-25T10:32:43.636364Z,Operador demo,PROC-H050,1
EV-H050-10,work_orders,WO-H050,quality_check,ready,2026-08-25T11:16:21.818182Z,Operador demo,PROC-H050,1
EV-H050-11,work_orders,WO-H050,ready,delivered,2026-08-25T12:00:00Z,Operador demo,PROC-H050,1
EV-H051-00,work_orders,WO-H051,initial,received,2026-08-24T15:00:00Z,Operador demo,PROC-H051,1
EV-H051-01,work_orders,WO-H051,received,inspected,2026-08-24T16:25:42.857143Z,Operador demo,PROC-H051,1
EV-H051-02,work_orders,WO-H051,inspected,authorized,2026-08-24T17:51:25.714286Z,Operador demo,PROC-H051,1
EV-H051-03,work_orders,WO-H051,authorized,scheduled,2026-08-24T19:17:08.571429Z,Operador demo,PROC-H051,1
EV-H051-04,work_orders,WO-H051,scheduled,in_service,2026-08-24T20:42:51.428571Z,Operador demo,PROC-H051,1
EV-H051-05,work_orders,WO-H051,in_service,quality_check,2026-08-24T22:08:34.285714Z,Operador demo,PROC-H051,1
EV-H051-06,work_orders,WO-H051,quality_check,ready,2026-08-24T23:34:17.142857Z,Operador demo,PROC-H051,1
EV-H051-07,work_orders,WO-H051,ready,delivered,2026-08-25T01:00:00Z,Operador demo,PROC-H051,1
EV-H052-00,work_orders,WO-H052,initial,received,2026-08-24T02:00:00Z,Operador demo,PROC-H052,1
EV-H052-01,work_orders,WO-H052,received,inspected,2026-08-24T03:42:51.428571Z,Operador demo,PROC-H052,1
EV-H052-02,work_orders,WO-H052,inspected,authorized,2026-08-24T05:25:42.857143Z,Operador demo,PROC-H052,1
EV-H052-03,work_orders,WO-H052,authorized,scheduled,2026-08-24T07:08:34.285714Z,Operador demo,PROC-H052,1
EV-H052-04,work_orders,WO-H052,scheduled,in_service,2026-08-24T08:51:25.714286Z,Operador demo,PROC-H052,1
EV-H052-05,work_orders,WO-H052,in_service,quality_check,2026-08-24T10:34:17.142857Z,Operador demo,PROC-H052,1
EV-H052-06,work_orders,WO-H052,quality_check,ready,2026-08-24T12:17:08.571429Z,Operador demo,PROC-H052,1
EV-H052-07,work_orders,WO-H052,ready,delivered,2026-08-24T14:00:00Z,Operador demo,PROC-H052,1
EV-H053-00,work_orders,WO-H053,initial,received,2026-08-23T13:00:00Z,Operador demo,PROC-H053,1
EV-H053-01,work_orders,WO-H053,received,inspected,2026-08-23T15:00:00Z,Operador demo,PROC-H053,1
EV-H053-02,work_orders,WO-H053,inspected,authorized,2026-08-23T17:00:00Z,Operador demo,PROC-H053,1
EV-H053-03,work_orders,WO-H053,authorized,scheduled,2026-08-23T19:00:00Z,Operador demo,PROC-H053,1
EV-H053-04,work_orders,WO-H053,scheduled,in_service,2026-08-23T21:00:00Z,Operador demo,PROC-H053,1
EV-H053-05,work_orders,WO-H053,in_service,quality_check,2026-08-23T23:00:00Z,Operador demo,PROC-H053,1
EV-H053-06,work_orders,WO-H053,quality_check,ready,2026-08-24T01:00:00Z,Operador demo,PROC-H053,1
EV-H053-07,work_orders,WO-H053,ready,delivered,2026-08-24T03:00:00Z,Operador demo,PROC-H053,1
EV-H054-00,work_orders,WO-H054,initial,received,2026-08-23T00:00:00Z,Operador demo,PROC-H054,1
EV-H054-01,work_orders,WO-H054,received,inspected,2026-08-23T08:34:17.142857Z,Operador demo,PROC-H054,1
EV-H054-02,work_orders,WO-H054,inspected,authorized,2026-08-23T17:08:34.285714Z,Operador demo,PROC-H054,1
EV-H054-03,work_orders,WO-H054,authorized,scheduled,2026-08-24T01:42:51.428571Z,Operador demo,PROC-H054,1
EV-H054-04,work_orders,WO-H054,scheduled,in_service,2026-08-24T10:17:08.571429Z,Operador demo,PROC-H054,1
EV-H054-05,work_orders,WO-H054,in_service,quality_check,2026-08-24T18:51:25.714286Z,Operador demo,PROC-H054,1
EV-H054-06,work_orders,WO-H054,quality_check,ready,2026-08-25T03:25:42.857143Z,Operador demo,PROC-H054,1
EV-H054-07,work_orders,WO-H054,ready,delivered,2026-08-25T12:00:00Z,Operador demo,PROC-H054,1
EV-H055-00,work_orders,WO-H055,initial,received,2026-08-22T11:00:00Z,Operador demo,PROC-H055,1
EV-H055-01,work_orders,WO-H055,received,inspected,2026-08-22T13:34:17.142857Z,Operador demo,PROC-H055,1
EV-H055-02,work_orders,WO-H055,inspected,authorized,2026-08-22T16:08:34.285714Z,Operador demo,PROC-H055,1
EV-H055-03,work_orders,WO-H055,authorized,scheduled,2026-08-22T18:42:51.428571Z,Operador demo,PROC-H055,1
EV-H055-04,work_orders,WO-H055,scheduled,in_service,2026-08-22T21:17:08.571429Z,Operador demo,PROC-H055,1
EV-H055-05,work_orders,WO-H055,in_service,quality_check,2026-08-22T23:51:25.714286Z,Operador demo,PROC-H055,1
EV-H055-06,work_orders,WO-H055,quality_check,ready,2026-08-23T02:25:42.857143Z,Operador demo,PROC-H055,1
EV-H055-07,work_orders,WO-H055,ready,delivered,2026-08-23T05:00:00Z,Operador demo,PROC-H055,1
EV-H056-00,work_orders,WO-H056,initial,received,2026-08-21T22:00:00Z,Operador demo,PROC-H056,1
EV-H056-01,work_orders,WO-H056,received,inspected,2026-08-21T22:51:25.714286Z,Operador demo,PROC-H056,1
EV-H056-02,work_orders,WO-H056,inspected,authorized,2026-08-21T23:42:51.428571Z,Operador demo,PROC-H056,1
EV-H056-03,work_orders,WO-H056,authorized,scheduled,2026-08-22T00:34:17.142857Z,Operador demo,PROC-H056,1
EV-H056-04,work_orders,WO-H056,scheduled,in_service,2026-08-22T01:25:42.857143Z,Operador demo,PROC-H056,1
EV-H056-05,work_orders,WO-H056,in_service,quality_check,2026-08-22T02:17:08.571429Z,Operador demo,PROC-H056,1
EV-H056-06,work_orders,WO-H056,quality_check,ready,2026-08-22T03:08:34.285714Z,Operador demo,PROC-H056,1
EV-H056-07,work_orders,WO-H056,ready,delivered,2026-08-22T04:00:00Z,Operador demo,PROC-H056,1
EV-H057-00,work_orders,WO-H057,initial,received,2026-08-21T09:00:00Z,Operador demo,PROC-H057,1
EV-H057-01,work_orders,WO-H057,received,inspected,2026-08-21T10:08:34.285714Z,Operador demo,PROC-H057,1
EV-H057-02,work_orders,WO-H057,inspected,authorized,2026-08-21T11:17:08.571429Z,Operador demo,PROC-H057,1
EV-H057-03,work_orders,WO-H057,authorized,scheduled,2026-08-21T12:25:42.857143Z,Operador demo,PROC-H057,1
EV-H057-04,work_orders,WO-H057,scheduled,in_service,2026-08-21T13:34:17.142857Z,Operador demo,PROC-H057,1
EV-H057-05,work_orders,WO-H057,in_service,quality_check,2026-08-21T14:42:51.428571Z,Operador demo,PROC-H057,1
EV-H057-06,work_orders,WO-H057,quality_check,ready,2026-08-21T15:51:25.714286Z,Operador demo,PROC-H057,1
